2025-04-05, 1001, Laura Herrera DNI 33114523, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-12-06, 3599, Juan Diaz DNI 49858488, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-05-19, 3600, Ana Fernandez DNI 47376927, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-07-23, 3601, Diego Mendez DNI 19148638, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-12-05, 3602, Carlos Perez DNI 15876707, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-11-11, 3603, Sofia Ruiz DNI 38272982, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-09-16, 3604, Ana Perez DNI 22946393, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-10-05, 3605, Marcos Sosa DNI 22939821, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-12-13, 3606, Diego Fernandez DNI 16006401, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-04-03, 3607, Sofia Perez DNI 16731039, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-12-04, 3608, Valentina Fernandez DNI 15391532, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-01-12, 3609, Ana Gomez DNI 41834630, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-04-11, 3610, Lucia Ruiz DNI 38259000, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-06-20, 3611, Juan Herrera DNI 20435827, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-05-07, 3612, Laura Torres DNI 40657227, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-02-09, 3613, Pedro Torres DNI 46822894, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-07-11, 3614, Marcos Mendez DNI 40415685, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-09-06, 3615, Carlos Fernandez DNI 27127628, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-10-11, 3616, Juan Perez DNI 38323029, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-01-14, 3617, Diego Perez DNI 20113567, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-05-12, 3618, Carlos Diaz DNI 49166928, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-03-03, 3619, Lucia Perez DNI 44189824, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-07-13, 3620, Ana Herrera DNI 43560227, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-08-24, 3621, Sofia Ruiz DNI 16078798, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-01-20, 3622, Diego Gomez DNI 42625214, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-03-18, 3623, Laura Torres DNI 41243114, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-03-19, 3624, Diego Herrera DNI 33223188, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-12-16, 3625, Laura Gomez DNI 27188141, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-06-05, 3626, Juan Fernandez DNI 44008139, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-02-12, 3627, Ana Mendez DNI 49212931, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-01-13, 3628, Sofia Perez DNI 35170170, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-11-27, 3629, Carlos Sosa DNI 35679122, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-11-13, 3630, Marcos Diaz DNI 32310475, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-01-26, 3631, Pedro Lopez DNI 40952473, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-09-18, 3632, Juan Herrera DNI 38989097, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-08-11, 3633, Lucia Perez DNI 23098559, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-09-21, 3634, Pedro Herrera DNI 27863431, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-08-20, 3635, Laura Mendez DNI 18772516, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-09-21, 3636, Marcos Sosa DNI 35336743, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-05-15, 3637, Marcos Mendez DNI 10101702, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-06-01, 3638, Lucia Fernandez DNI 36307771, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-11-03, 3639, Valentina Diaz DNI 46527162, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-10-01, 3640, Ana Torres DNI 17889143, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-03-03, 3641, Diego Sosa DNI 42806415, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-12-27, 3642, Laura Perez DNI 33915829, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-08-12, 3643, Laura Sosa DNI 11411622, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-10-27, 3644, Laura Gomez DNI 17588998, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-09-25, 3645, Lucia Ruiz DNI 24647936, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-09-22, 3646, Carlos Mendez DNI 12181392, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-04-13, 3647, Valentina Torres DNI 35616417, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-08-18, 3648, Marcos Torres DNI 16910528, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-06-11, 3649, Juan Diaz DNI 12773953, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-03-27, 3650, Lucia Gomez DNI 37254294, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-11-17, 3651, Marcos Torres DNI 33874852, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-12-25, 3652, Valentina Fernandez DNI 22486965, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-09-10, 3653, Carlos Gomez DNI 17416353, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-08-13, 3654, Sofia Lopez DNI 42274620, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-07-03, 3655, Pedro Perez DNI 24775265, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-10-08, 3656, Diego Perez DNI 23036267, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-12-28, 3657, Laura Fernandez DNI 39850018, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-03-26, 3658, Diego Herrera DNI 20816703, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-12-09, 3659, Laura Perez DNI 41643605, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-05-24, 3660, Laura Ruiz DNI 38229840, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-01-06, 3661, Laura Diaz DNI 28490645, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-06-26, 3662, Juan Sosa DNI 33314661, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-11-10, 3663, Carlos Sosa DNI 49330820, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-11-15, 3664, Carlos Gomez DNI 42665537, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-02-01, 3665, Lucia Gomez DNI 39315050, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-03-14, 3666, Marcos Gomez DNI 48603223, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-01-27, 3667, Ana Torres DNI 25967562, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-03-09, 3668, Sofia Ruiz DNI 38292027, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-06-11, 3669, Laura Fernandez DNI 14063887, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-06-17, 3670, Marcos Sosa DNI 29212835, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-08-20, 3671, Marcos Torres DNI 13460177, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-12-10, 3672, Valentina Perez DNI 37062698, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-05-11, 3673, Diego Fernandez DNI 26826234, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-01-28, 3674, Carlos Diaz DNI 48142807, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-05-26, 3675, Lucia Perez DNI 17325483, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-07-20, 3676, Lucia Mendez DNI 15391703, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-12-02, 3677, Valentina Fernandez DNI 25717582, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-03-24, 3678, Diego Perez DNI 49337535, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-12-01, 3679, Valentina Herrera DNI 23926533, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-06-03, 3680, Laura Perez DNI 18713075, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-11-25, 3681, Valentina Sosa DNI 27523872, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-08-02, 3682, Marcos Torres DNI 12802248, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-01-19, 3683, Diego Diaz DNI 31738110, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-06-28, 3684, Sofia Mendez DNI 43538505, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-02-03, 3685, Ana Ruiz DNI 20247132, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-07-11, 3686, Diego Torres DNI 46763637, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-07-05, 3687, Laura Diaz DNI 46877083, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-06-11, 3688, Laura Fernandez DNI 40524809, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-11-04, 3689, Valentina Fernandez DNI 41967695, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-02-22, 3690, Sofia Diaz DNI 33026823, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-04-22, 3691, Valentina Torres DNI 23910624, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-01-02, 3692, Carlos Gomez DNI 30320697, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-06-15, 3693, Laura Ruiz DNI 16768202, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-06-03, 3694, Valentina Diaz DNI 22580530, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-01-26, 3695, Sofia Torres DNI 17019525, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-11-08, 3696, Marcos Diaz DNI 38918206, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-08-18, 3697, Lucia Herrera DNI 41232104, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-03-10, 3698, Juan Perez DNI 16314114, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-07-09, 3699, Carlos Ruiz DNI 36535114, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-06-27, 3700, Juan Ruiz DNI 36318863, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-02-16, 3701, Ana Ruiz DNI 44177525, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-03-04, 3702, Ana Lopez DNI 38993109, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-07-16, 3703, Carlos Sosa DNI 18900977, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-07-10, 3704, Sofia Lopez DNI 37203842, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-11-17, 3705, Juan Torres DNI 24233461, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-06-02, 3706, Pedro Torres DNI 38648186, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-06-14, 3707, Juan Lopez DNI 10394729, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-06-04, 3708, Diego Torres DNI 30049880, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-03-03, 3709, Valentina Torres DNI 43776800, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-12-07, 3710, Diego Fernandez DNI 29314930, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-07-03, 3711, Lucia Perez DNI 28426424, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-07-17, 3712, Juan Torres DNI 19218118, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-07-19, 3713, Ana Perez DNI 25976765, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-01-08, 3714, Carlos Mendez DNI 28709649, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-11-14, 3715, Marcos Torres DNI 18963694, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-07-02, 3716, Juan Perez DNI 25922353, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-07-14, 3717, Laura Sosa DNI 47632084, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-07-12, 3718, Pedro Ruiz DNI 29043317, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-10-11, 3719, Sofia Ruiz DNI 14804503, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-12-23, 3720, Marcos Ruiz DNI 38460031, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-02-27, 3721, Juan Sosa DNI 48935229, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-09-09, 3722, Lucia Herrera DNI 23260533, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-11-19, 3723, Sofia Mendez DNI 45874539, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-07-24, 3724, Marcos Diaz DNI 45260506, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-11-25, 3725, Diego Sosa DNI 16726011, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-01-11, 3726, Valentina Diaz DNI 12005395, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-05-08, 3727, Diego Perez DNI 28896209, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-02-01, 3728, Valentina Fernandez DNI 23837476, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-04-25, 3729, Sofia Lopez DNI 30411651, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-03-23, 3730, Juan Torres DNI 35890940, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-05-02, 3731, Juan Diaz DNI 30123125, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-06-02, 3732, Sofia Mendez DNI 33128459, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-03-06, 3733, Carlos Sosa DNI 42421043, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-03-23, 3734, Carlos Mendez DNI 46140086, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-02-07, 3735, Marcos Ruiz DNI 14840460, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-10-24, 3736, Marcos Fernandez DNI 28969153, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-07-07, 3737, Lucia Torres DNI 10013400, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-01-05, 3738, Sofia Gomez DNI 34141535, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-03-02, 3739, Laura Diaz DNI 30232221, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-06-21, 3740, Valentina Sosa DNI 49145315, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-04-27, 3741, Pedro Lopez DNI 27071066, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-10-07, 3742, Ana Sosa DNI 38950297, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-08-18, 3743, Juan Lopez DNI 10647194, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-06-01, 3744, Laura Torres DNI 38993824, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-05-18, 3745, Ana Fernandez DNI 11611876, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-08-12, 3746, Juan Lopez DNI 40378467, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-04-04, 3747, Valentina Fernandez DNI 16020232, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-07-27, 3748, Sofia Gomez DNI 39901778, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-01-05, 3749, Carlos Herrera DNI 22506930, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-08-08, 3750, Valentina Torres DNI 20072954, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-06-18, 3751, Juan Ruiz DNI 42713979, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-11-26, 3752, Valentina Herrera DNI 44454980, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-10-13, 3753, Sofia Herrera DNI 15691814, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-06-09, 3754, Laura Ruiz DNI 34528473, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-07-19, 3755, Laura Herrera DNI 28849711, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-06-02, 3756, Marcos Fernandez DNI 41932772, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-10-24, 3757, Juan Ruiz DNI 10419878, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-12-14, 3758, Sofia Perez DNI 46792822, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-11-12, 3759, Marcos Diaz DNI 22688172, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-10-02, 3760, Juan Ruiz DNI 35645948, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-06-03, 3761, Marcos Gomez DNI 31823318, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-02-18, 3762, Carlos Torres DNI 40010064, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-07-26, 3763, Marcos Diaz DNI 44280077, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-07-20, 3764, Sofia Herrera DNI 42281236, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-06-27, 3765, Juan Diaz DNI 44768105, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-07-04, 3766, Carlos Herrera DNI 40597280, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-06-28, 3767, Pedro Ruiz DNI 15748326, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-07-27, 3768, Valentina Torres DNI 21540849, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-06-19, 3769, Ana Ruiz DNI 43451549, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-05-25, 3770, Valentina Herrera DNI 32990501, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-07-26, 3771, Laura Gomez DNI 17756360, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-03-22, 3772, Lucia Diaz DNI 16340783, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-08-23, 3773, Pedro Fernandez DNI 10722379, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-03-26, 3774, Sofia Torres DNI 24684689, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-05-13, 3775, Juan Torres DNI 16063850, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-05-20, 3776, Marcos Gomez DNI 49775106, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-03-03, 3777, Sofia Sosa DNI 30568608, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-04-23, 3778, Ana Perez DNI 10546456, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-08-19, 3779, Valentina Diaz DNI 12075886, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-10-10, 3780, Diego Lopez DNI 32278035, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-12-16, 3781, Marcos Sosa DNI 39095170, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-05-13, 3782, Laura Mendez DNI 27833022, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-03-12, 3783, Juan Ruiz DNI 46850588, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-01-16, 3784, Ana Lopez DNI 24422202, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-11-16, 3785, Sofia Gomez DNI 34733473, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-05-13, 3786, Juan Sosa DNI 28185130, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-01-12, 3787, Carlos Gomez DNI 46570264, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-09-16, 3788, Pedro Mendez DNI 41685135, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-11-07, 3789, Laura Mendez DNI 45199222, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-05-21, 3790, Lucia Torres DNI 21108429, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-11-08, 3791, Juan Gomez DNI 42999183, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-08-23, 3792, Pedro Perez DNI 18917631, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-01-06, 3793, Lucia Diaz DNI 32458859, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-04-20, 3794, Lucia Mendez DNI 23181475, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-11-07, 3795, Laura Torres DNI 12519342, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-03-09, 3796, Lucia Gomez DNI 10102488, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-08-06, 3797, Lucia Perez DNI 31055824, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-06-27, 3798, Laura Fernandez DNI 27604572, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-08-28, 3799, Marcos Diaz DNI 28898582, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-01-01, 3800, Marcos Torres DNI 15827213, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-04-19, 3801, Diego Diaz DNI 25898590, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-05-27, 3802, Sofia Gomez DNI 26442490, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-05-04, 3803, Ana Diaz DNI 29809808, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-12-24, 3804, Pedro Lopez DNI 20436940, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-04-06, 3805, Marcos Mendez DNI 18320248, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-11-23, 3806, Laura Torres DNI 19887825, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-09-05, 3807, Pedro Perez DNI 47983846, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-04-28, 3808, Valentina Herrera DNI 13495791, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-12-23, 3809, Pedro Sosa DNI 28594489, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-09-11, 3810, Juan Diaz DNI 18843779, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-04-21, 3811, Diego Torres DNI 28029514, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-01-19, 3812, Carlos Herrera DNI 38564515, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-11-05, 3813, Pedro Diaz DNI 12577672, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-02-15, 3814, Ana Torres DNI 32869963, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-08-12, 3815, Ana Ruiz DNI 19472306, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-09-25, 3816, Ana Sosa DNI 30332678, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-07-26, 3817, Carlos Ruiz DNI 32993392, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-01-06, 3818, Juan Perez DNI 15193744, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-01-07, 3819, Valentina Torres DNI 22645828, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-09-18, 3820, Lucia Torres DNI 46591618, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-08-13, 3821, Juan Ruiz DNI 12661586, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-05-17, 3822, Marcos Gomez DNI 43241434, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-03-16, 3823, Laura Lopez DNI 11216563, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-09-05, 3824, Juan Mendez DNI 15345314, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-04-05, 3825, Marcos Sosa DNI 18963483, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-08-05, 3826, Lucia Perez DNI 24179390, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-08-13, 3827, Carlos Diaz DNI 39703231, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-02-15, 3828, Carlos Sosa DNI 33117833, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-06-10, 3829, Juan Ruiz DNI 44560011, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-01-17, 3830, Ana Herrera DNI 13443165, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-06-14, 3831, Lucia Fernandez DNI 22920142, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-11-03, 3832, Laura Lopez DNI 34792455, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-07-14, 3833, Lucia Ruiz DNI 36431273, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-10-09, 3834, Marcos Gomez DNI 34679691, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-10-09, 3835, Carlos Mendez DNI 34548913, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-09-17, 3836, Marcos Gomez DNI 35373650, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-06-07, 3837, Carlos Sosa DNI 27939148, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-09-23, 3838, Pedro Ruiz DNI 45247641, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-10-21, 3839, Ana Lopez DNI 22237818, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-08-15, 3840, Sofia Gomez DNI 18497624, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-12-27, 3841, Juan Herrera DNI 22446540, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-06-15, 3842, Ana Diaz DNI 21089721, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-01-18, 3843, Valentina Herrera DNI 18463361, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-03-16, 3844, Sofia Sosa DNI 40363701, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-07-12, 3845, Valentina Torres DNI 37946318, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-10-15, 3846, Ana Fernandez DNI 32220674, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-09-21, 3847, Diego Ruiz DNI 48541054, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-03-22, 3848, Marcos Ruiz DNI 31273805, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-08-25, 3849, Ana Mendez DNI 10929205, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-10-09, 3850, Valentina Ruiz DNI 41202457, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-03-16, 3851, Ana Diaz DNI 27277768, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-09-04, 3852, Marcos Ruiz DNI 17522814, DOBLE, Miguel Torcuato, 13, 234000, ALTA
