2025-03-08, 1001, Lucia Perez DNI 12447474, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-07-21, 3860, Ana Perez DNI 10974098, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-09-26, 3861, Marcos Mendez DNI 11395441, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-08-08, 3862, Laura Gomez DNI 24624827, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-02-05, 3863, Diego Herrera DNI 48315106, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-11-12, 3864, Marcos Diaz DNI 25656123, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-10-04, 3865, Marcos Fernandez DNI 11302566, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-11-03, 3866, Laura Herrera DNI 20060555, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-09-13, 3867, Sofia Gomez DNI 48672092, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-09-27, 3868, Sofia Mendez DNI 33115062, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-04-12, 3869, Ana Mendez DNI 27291565, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-05-16, 3870, Pedro Mendez DNI 40575629, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-04-21, 3871, Carlos Diaz DNI 15469521, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-04-19, 3872, Carlos Gomez DNI 25797886, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-03-31, 3873, Juan Sosa DNI 24460340, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-11-29, 3874, Carlos Herrera DNI 28622218, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-12-07, 3875, Laura Gomez DNI 22547257, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-11-29, 3876, Lucia Perez DNI 14700509, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-12-18, 3877, Lucia Ruiz DNI 39084583, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-02-26, 3878, Juan Mendez DNI 25084032, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-09-18, 3879, Carlos Diaz DNI 11039018, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-03-10, 3880, Ana Herrera DNI 12747442, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-01-10, 3881, Laura Fernandez DNI 23298680, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-10-09, 3882, Laura Lopez DNI 28053084, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-09-06, 3883, Juan Torres DNI 38619292, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-04-27, 3884, Ana Diaz DNI 41857067, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-04-09, 3885, Ana Herrera DNI 26857944, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-02-07, 3886, Pedro Ruiz DNI 41090497, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-04-08, 3887, Ana Diaz DNI 14244012, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-01-11, 3888, Sofia Sosa DNI 34940940, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-11-24, 3889, Marcos Mendez DNI 25655676, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-05-27, 3890, Sofia Herrera DNI 15772608, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-01-24, 3891, Laura Torres DNI 12961111, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-12-17, 3892, Pedro Mendez DNI 38679528, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-08-17, 3893, Juan Diaz DNI 28661722, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-04-18, 3894, Pedro Lopez DNI 46427806, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-09-14, 3895, Laura Herrera DNI 31152699, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-08-08, 3896, Sofia Diaz DNI 32186851, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-08-01, 3897, Laura Sosa DNI 26954090, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-05-09, 3898, Lucia Perez DNI 42701458, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-01-10, 3899, Laura Herrera DNI 21913434, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-07-28, 3900, Carlos Mendez DNI 43596663, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-07-26, 3901, Lucia Gomez DNI 34779494, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-06-11, 3902, Ana Gomez DNI 23402117, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-08-27, 3903, Laura Lopez DNI 43169751, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-12-12, 3904, Pedro Torres DNI 26271277, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-07-24, 3905, Ana Ruiz DNI 38265995, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-03-05, 3906, Juan Mendez DNI 28310737, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-08-15, 3907, Laura Gomez DNI 41457336, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-10-25, 3908, Diego Gomez DNI 20874847, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-08-09, 3909, Ana Perez DNI 40135638, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-07-23, 3910, Ana Fernandez DNI 30136323, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-01-11, 3911, Diego Herrera DNI 48602018, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-02-18, 3912, Sofia Torres DNI 44129277, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-03-23, 3913, Pedro Mendez DNI 28396359, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-11-11, 3914, Valentina Lopez DNI 36807065, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-08-29, 3915, Juan Mendez DNI 35649441, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-12-10, 3916, Juan Herrera DNI 45173573, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-06-20, 3917, Lucia Diaz DNI 20948642, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-01-05, 3918, Sofia Diaz DNI 27996869, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-05-12, 3919, Pedro Mendez DNI 11104734, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-12-25, 3920, Valentina Fernandez DNI 17350026, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-11-18, 3921, Pedro Fernandez DNI 24395818, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-09-22, 3922, Marcos Perez DNI 34890025, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-03-12, 3923, Carlos Fernandez DNI 34169447, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-10-06, 3924, Sofia Fernandez DNI 11094511, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-05-20, 3925, Ana Diaz DNI 35501925, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-05-11, 3926, Sofia Fernandez DNI 13975962, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-08-23, 3927, Carlos Mendez DNI 43362539, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-02-01, 3928, Ana Sosa DNI 38392874, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-04-19, 3929, Laura Sosa DNI 21391324, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-12-23, 3930, Valentina Diaz DNI 40774877, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-04-30, 3931, Pedro Herrera DNI 17566588, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-03-22, 3932, Carlos Diaz DNI 11765570, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-11-03, 3933, Diego Diaz DNI 23846872, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-01-03, 3934, Pedro Sosa DNI 33706605, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-10-25, 3935, Diego Herrera DNI 40641868, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-06-09, 3936, Sofia Torres DNI 28703826, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-06-27, 3937, Pedro Torres DNI 34788647, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-02-01, 3938, Juan Torres DNI 46273332, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-03-10, 3939, Pedro Perez DNI 43996529, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-02-06, 3940, Diego Mendez DNI 24921412, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-05-16, 3941, Laura Torres DNI 32567765, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-06-09, 3942, Sofia Fernandez DNI 10240590, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-03-26, 3943, Laura Perez DNI 43859874, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-08-14, 3944, Sofia Torres DNI 22785942, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-11-18, 3945, Juan Perez DNI 27353332, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-01-06, 3946, Laura Gomez DNI 45301707, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-06-13, 3947, Laura Ruiz DNI 17784056, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-07-24, 3948, Sofia Gomez DNI 11616537, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-10-01, 3949, Lucia Mendez DNI 38067029, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-11-22, 3950, Valentina Lopez DNI 33106794, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-12-04, 3951, Juan Torres DNI 28424366, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-04-23, 3952, Valentina Herrera DNI 42056878, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-01-22, 3953, Ana Fernandez DNI 47508044, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-12-19, 3954, Diego Perez DNI 41769310, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-10-01, 3955, Ana Mendez DNI 39207138, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-12-30, 3956, Juan Mendez DNI 49708809, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-06-12, 3957, Ana Lopez DNI 13667441, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-07-14, 3958, Lucia Gomez DNI 48776461, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-04-10, 3959, Diego Fernandez DNI 29257554, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-05-03, 3960, Marcos Perez DNI 26485103, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-10-23, 3961, Laura Perez DNI 15552603, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-04-22, 3962, Diego Gomez DNI 29252557, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-09-18, 3963, Valentina Perez DNI 19906593, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-05-17, 3964, Valentina Lopez DNI 46154871, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-12-03, 3965, Diego Gomez DNI 34691939, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-08-09, 3966, Laura Fernandez DNI 20990886, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-05-17, 3967, Sofia Herrera DNI 34843280, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-11-26, 3968, Sofia Mendez DNI 21514445, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-07-25, 3969, Marcos Ruiz DNI 25043048, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-10-05, 3970, Diego Gomez DNI 26306067, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-12-23, 3971, Juan Torres DNI 39640518, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-03-01, 3972, Sofia Ruiz DNI 33931754, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-09-29, 3973, Pedro Herrera DNI 20821125, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-02-05, 3974, Lucia Herrera DNI 23434434, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-07-23, 3975, Laura Diaz DNI 21936009, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-06-07, 3976, Ana Torres DNI 19428574, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-09-08, 3977, Carlos Herrera DNI 34941405, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-12-06, 3978, Sofia Ruiz DNI 21303376, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-05-26, 3979, Lucia Torres DNI 37366018, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-02-07, 3980, Pedro Torres DNI 41433352, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-01-29, 3981, Juan Lopez DNI 41310800, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-08-18, 3982, Pedro Torres DNI 31721230, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-02-15, 3983, Diego Herrera DNI 14669694, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-08-16, 3984, Juan Sosa DNI 36603097, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-08-25, 3985, Carlos Ruiz DNI 46161476, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-12-15, 3986, Valentina Mendez DNI 34465727, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-11-10, 3987, Diego Fernandez DNI 43789096, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-07-13, 3988, Carlos Fernandez DNI 21250709, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-11-26, 3989, Pedro Mendez DNI 33268062, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-12-31, 3990, Valentina Ruiz DNI 13502040, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-08-27, 3991, Valentina Herrera DNI 26486225, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-05-26, 3992, Carlos Fernandez DNI 29342481, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-05-09, 3993, Carlos Perez DNI 16373575, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-11-03, 3994, Pedro Sosa DNI 19288256, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-07-26, 3995, Ana Lopez DNI 36812713, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-10-11, 3996, Lucia Perez DNI 40057463, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-12-03, 3997, Valentina Ruiz DNI 37604456, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-11-16, 3998, Carlos Sosa DNI 24885134, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-08-07, 3999, Marcos Sosa DNI 44552707, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-12-19, 4000, Lucia Torres DNI 36007678, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-07-09, 4001, Valentina Fernandez DNI 41220270, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-12-19, 4002, Marcos Mendez DNI 27868879, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-03-01, 4003, Marcos Perez DNI 18576405, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-11-02, 4004, Sofia Herrera DNI 17865651, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-01-09, 4005, Sofia Gomez DNI 33893959, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-09-20, 4006, Ana Mendez DNI 25981117, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-01-09, 4007, Carlos Lopez DNI 43796407, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-09-02, 4008, Lucia Lopez DNI 14782260, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-10-16, 4009, Lucia Lopez DNI 18828387, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-06-26, 4010, Diego Ruiz DNI 25763977, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-11-04, 4011, Pedro Herrera DNI 16742944, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-07-12, 4012, Sofia Gomez DNI 49402480, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-08-22, 4013, Laura Herrera DNI 19577260, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-11-21, 4014, Marcos Diaz DNI 18298799, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-05-10, 4015, Laura Ruiz DNI 46028405, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-05-30, 4016, Juan Diaz DNI 32145882, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-12-11, 4017, Valentina Torres DNI 49853773, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-12-21, 4018, Ana Herrera DNI 11626845, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-08-04, 4019, Sofia Gomez DNI 39779900, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-06-26, 4020, Valentina Mendez DNI 33185722, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-12-17, 4021, Laura Ruiz DNI 19838694, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-10-20, 4022, Sofia Lopez DNI 47018019, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-02-02, 4023, Valentina Mendez DNI 46911003, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-05-03, 4024, Laura Ruiz DNI 24176282, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-01-01, 4025, Lucia Lopez DNI 26475524, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-04-15, 4026, Laura Torres DNI 33855659, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-09-25, 4027, Valentina Ruiz DNI 18937074, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-01-31, 4028, Laura Perez DNI 47584207, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-12-02, 4029, Lucia Sosa DNI 15014605, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-07-12, 4030, Sofia Diaz DNI 19791207, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-03-31, 4031, Pedro Sosa DNI 41555230, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-04-17, 4032, Carlos Gomez DNI 11562075, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-06-22, 4033, Diego Herrera DNI 19542466, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-08-26, 4034, Laura Fernandez DNI 44933717, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-07-12, 4035, Marcos Fernandez DNI 10802228, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-11-09, 4036, Diego Ruiz DNI 10640038, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-11-28, 4037, Juan Mendez DNI 44004222, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-04-02, 4038, Carlos Diaz DNI 22924475, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-04-24, 4039, Sofia Lopez DNI 14313155, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-12-23, 4040, Carlos Ruiz DNI 22041156, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-07-04, 4041, Diego Torres DNI 16097908, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-01-10, 4042, Diego Diaz DNI 24636139, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-06-12, 4043, Sofia Mendez DNI 34392597, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-01-14, 4044, Sofia Mendez DNI 31525812, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-06-16, 4045, Marcos Diaz DNI 48753843, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-02-20, 4046, Sofia Torres DNI 22884351, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-07-16, 4047, Juan Ruiz DNI 24921580, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-04-03, 4048, Diego Diaz DNI 36797470, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-12-28, 4049, Marcos Gomez DNI 15639971, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-05-08, 4050, Laura Ruiz DNI 35683740, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-06-02, 4051, Laura Fernandez DNI 46002760, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-07-09, 4052, Carlos Mendez DNI 38415123, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-10-05, 4053, Valentina Ruiz DNI 18355656, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-07-13, 4054, Carlos Ruiz DNI 48145329, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-01-08, 4055, Juan Herrera DNI 20424478, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-12-10, 4056, Pedro Diaz DNI 14455888, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-07-17, 4057, Diego Perez DNI 45126781, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-01-30, 4058, Carlos Torres DNI 38609975, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-02-08, 4059, Laura Perez DNI 44143648, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-03-14, 4060, Juan Gomez DNI 46412153, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-02-21, 4061, Juan Perez DNI 10073529, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-09-28, 4062, Valentina Ruiz DNI 10133745, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-05-15, 4063, Carlos Diaz DNI 33980539, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-06-30, 4064, Carlos Diaz DNI 49760736, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-05-12, 4065, Juan Fernandez DNI 28388812, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-07-06, 4066, Sofia Perez DNI 49965357, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-07-30, 4067, Diego Perez DNI 16711314, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-09-03, 4068, Diego Herrera DNI 13275711, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-12-02, 4069, Marcos Lopez DNI 14308641, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-10-06, 4070, Laura Diaz DNI 10453376, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-01-30, 4071, Valentina Ruiz DNI 38591942, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-11-10, 4072, Valentina Ruiz DNI 16764536, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-06-07, 4073, Diego Ruiz DNI 43909628, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-01-24, 4074, Lucia Mendez DNI 20705676, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-03-07, 4075, Ana Mendez DNI 35566129, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-12-31, 4076, Sofia Torres DNI 19581786, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-11-17, 4077, Diego Diaz DNI 32159803, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-11-05, 4078, Lucia Fernandez DNI 35736508, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-10-15, 4079, Valentina Torres DNI 15497829, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-05-20, 4080, Carlos Perez DNI 37406814, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-04-17, 4081, Pedro Ruiz DNI 36643608, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-04-23, 4082, Laura Mendez DNI 30932228, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-02-25, 4083, Sofia Diaz DNI 27926832, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-05-07, 4084, Laura Ruiz DNI 39225188, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-01-10, 4085, Valentina Ruiz DNI 23751396, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-02-16, 4086, Lucia Mendez DNI 41047716, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-02-12, 4087, Marcos Perez DNI 48944985, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-06-24, 4088, Juan Perez DNI 11567737, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-09-19, 4089, Ana Herrera DNI 44613324, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-08-19, 4090, Lucia Torres DNI 36343269, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-09-06, 4091, Carlos Sosa DNI 41050979, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-03-06, 4092, Juan Herrera DNI 40711571, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-10-04, 4093, Carlos Fernandez DNI 29594775, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-03-31, 4094, Lucia Sosa DNI 24409561, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-02-23, 4095, Diego Herrera DNI 23402823, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-06-02, 4096, Carlos Perez DNI 45800018, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-01-17, 4097, Ana Herrera DNI 36984420, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-03-05, 4098, Valentina Herrera DNI 16437534, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-07-05, 4099, Juan Torres DNI 30831677, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-10-31, 4100, Pedro Fernandez DNI 36431295, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-08-12, 4101, Lucia Herrera DNI 12126831, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-07-11, 4102, Juan Gomez DNI 12282778, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-07-28, 4103, Marcos Sosa DNI 21193330, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-07-01, 4104, Pedro Mendez DNI 47015749, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-07-26, 4105, Carlos Herrera DNI 21398569, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-06-06, 4106, Juan Ruiz DNI 24691128, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-06-29, 4107, Laura Lopez DNI 36499477, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-01-18, 4108, Juan Lopez DNI 28982370, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-06-30, 4109, Lucia Gomez DNI 26483222, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-06-23, 4110, Lucia Mendez DNI 10436397, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-11-13, 4111, Valentina Ruiz DNI 49324607, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-01-19, 4112, Lucia Diaz DNI 27320708, DOBLE, Miguel Torcuato, 3, 54000, BAJA
